id,year,electricity,electricity:filename,occupancy,inhabitants,weather,area[m2],height[m],latitude[degree],longitude[degree],min_temperature[C],max_temperature[C]
509301,1958,file,509301_demand_1_occupants,geoma,1,marine,202.15701504,5.0,46.16,-123.88,18.33,22.22
509301,1969,file,509301_demand_1_occupants,geoma,1,marine,202.15701504,5.0,46.16,-123.88,18.33,22.22
509301,1979,file,509301_demand_1_occupants,geoma,1,marine,202.15701504,5.0,46.16,-123.88,18.33,22.22
509301,1984,file,509301_demand_1_occupants,geoma,1,marine,202.15701504,5.0,46.16,-123.88,18.33,22.22
509301,1995,file,509301_demand_1_occupants,geoma,1,marine,202.15701504,5.0,46.16,-123.88,18.33,22.22
509301,2002,file,509301_demand_1_occupants,geoma,1,marine,202.15701504,5.0,46.16,-123.88,18.33,22.22
509301,2009,file,509301_demand_1_occupants,geoma,1,marine,202.15701504,5.0,46.16,-123.88,18.33,22.22
525662,1918,file,525662_demand_3_occupants,geoma,3,marine,157.00613760000002,2.5,46.16,-123.88,20.0,22.22
525662,1919,file,525662_demand_3_occupants,geoma,3,marine,157.00613760000002,2.5,46.16,-123.88,20.0,22.22
525662,1949,file,525662_demand_3_occupants,geoma,3,marine,157.00613760000002,2.5,46.16,-123.88,20.0,22.22
525662,1958,file,525662_demand_3_occupants,geoma,3,marine,157.00613760000002,2.5,46.16,-123.88,20.0,22.22
525662,1969,file,525662_demand_3_occupants,geoma,3,marine,157.00613760000002,2.5,46.16,-123.88,20.0,22.22
525662,1979,file,525662_demand_3_occupants,geoma,3,marine,157.00613760000002,2.5,46.16,-123.88,20.0,22.22
525662,1984,file,525662_demand_3_occupants,geoma,3,marine,157.00613760000002,2.5,46.16,-123.88,20.0,22.22
525662,1995,file,525662_demand_3_occupants,geoma,3,marine,157.00613760000002,2.5,46.16,-123.88,20.0,22.22
525662,2002,file,525662_demand_3_occupants,geoma,3,marine,157.00613760000002,2.5,46.16,-123.88,20.0,22.22
525662,2009,file,525662_demand_3_occupants,geoma,3,marine,157.00613760000002,2.5,46.16,-123.88,20.0,22.22
